Text,Text_length,token_length
الله يبارك ناس طيبين ناس طولقة مشاء الله ,41,14
دقيوس يشبه للاز وصوتوا كما هوج ,31,15
الافضل في الجزائر و صح فطورك ,29,12
روعاا ماشاء الله منها ظحكة ومنها نتثققوا يعطيكم الصحة قادة وميلود والله غير مندمتش كي درتلكم abonné تستاهلو والله ولعقوبة لm وروح للهيك ,136,49
و البنت لي قالت ماكانش لامان لبنات يتبلاوهم ياو لوكان جات غير يتبلاوك حمدي ربي ناس رجالة تبراكاو في الطريق وداو عليهم سياراتهم وبعضهم قتلوهم,140,54
جمال معليش خيرها في غيرها إن شاء الله تلقى موتور و يرجع لعتروس كيما زمان بتوفيق جيمي ,85,31
شاموتي وغدار وضربي مزعج تحيا دقيووس ومقيووس ,44,23
كل يوم تنطفأ شمعة من شمعات بلادنا البارح ريم غزالي اليوم النوري الله يرحمهم ,76,32
الله يحفظك ويكثر من امثالك بلادنا شابة و نفرح كي نشوف شباب كيما خوية يحبوها و يقدروها تحيا الجزائر رجال و نسوان ,112,42
مشاء الله تبارك الله ربي يوفقك تستاهل الدعم ,44,19
هايلة ولكن الافضل تحلنا الغناء باش نشوفو الفديو بأريحية ,56,20
الله ينشر الخير ان شاء الله ,28,9
   انت منين علاه داير dz في اسمك علاه ماراكش تبع في الشكيل ,59,26
 مين قلو الدار راهم مزيريني ,28,12
دحمانوس نضن انو يقصدو بيه فرنسا ,32,16
بارك الله فيك معليش نطلب منك نكون من الناس لي قلت راح تعاونهم بش يبداو و ربي يحفضك  ,84,31
عجبتني بزاف هاد الحلقة الله يبارك عليكم  المزيد من التوفيق ,59,21
Salut Jawed je tai connue par hasard sur YouTube et depuis je ne cesse de regarder tes vidéos tu es une source dénergie machaalah aussi grâce à toi je ne laisse passé aucune matinée sans répéter ta phrase clés du jour  أصبحنا وأصبح الملك لله je le disais avant mais je ne loublie plus maintenant et pour ce vlog بارك الله فيك و كثر من امثالك الصلاة ثم الصلاة ,359,91
شكون ليحب عني برهان يدير جام ,29,13
قناة تستحق المشاهدة لكن لحسن الحظ اغلبية جزائريين دون المستوى جاهلوون ,70,25
فديو ولا اروع شكرا أخي جواد ,28,14
خويا جمال بالتوفيقلكن مادام تزور المناطق الطبيعية هناك بعض الجزائريين لايعطوا اهمية للطبيعةيرمون قارورات البلاستيك و كل ما يضر باالطبيعة لو سمحت بعض النصايح لهم و شكراسي جمالالى حلقة جديدة ان شاء الله ,201,69
لا يوجد بركان في تمراست بل هم إستغلو مادة الجبر و حفرة تلك الحفرة لإستخراج مادة الخير البركه يعرف من جوانبه ,108,40
لكن لما تقول الله ثم السائق يعني الله اولا واعظم قدرة  ,55,17
شحال نحب لكواليس هه ومع دقيوس ومقيوس مت بالضحك ,47,22
ربي يوفقك خويا جواد يا فخر الجزائر ,35,15
عاشور الجديد راه يضحك بصح ماشي كيما صويلح ربي يشافيه وبلاحة ربي يرحموا لكل من قرأ تعليقي يقول ربي يشافيه ربي يرحموا ,116,49
علاش ماشي ابو فله هو بلال الكويتي ,34,14
ربي يرحمك يا النوري ويجعلك من اهل الجنة ,40,17
هاذي راه عندها معنى كبيير اللي سامحيين في والديهم ,50,17
أرمي للأبد  BTS ARMY FOREVER ,29,12
بالزهو لأن الإستمتاع الحقيقي هو مع من تكون وليس أين تكون,56,19
الله يرحم النوري برحمتك يا رب ,30,14
نحو قنديل كرهت المسلسل على جال ,31,14
شكون جا من عاشور العاشر  لهنايا ,32,13
ذا السعودي دالي قلبي اذا عاودت تلاقيتو انستا تاعو بلزز ,55,24
جواد أنا نبغيك بسح الموسيقى يرحم والديك مديرهاش ,48,21
مكاين لاصكايب لا فايبر هه مزاجدة مزاجدة ,40,19
شكرا ليك خيي لحمد لله ياربي كاين لي عجباتو بسكرة ,49,21
والجزء الرابع مكانش خسارة كي مات النوري الله يرحمو وصويلح راهو مريض ربي يشافيه ,79,29
ربي يحفظك ويسعدك ويوفقك يارب العالمين أخي الكريم أريد أن أمشي عل أقدم ,70,28
حسبت روحي نتفرج فكاش حصة فتيلي إبداء ربي يوفقكم ونشوفوكم  مليون نشالله ,71,35
استفدت كثيرا كأنني كنت معكم في الرحلة ,38,14
مش هاذي الشنمبرة هي لي كنت تديرو فيها الفيديوهات من اول ,56,20
تعرف غير نقسملك بالله واشبيك والسب مستوى هابط ,46,17
 أصبحنا و أصبح الملك لله ـ إذن يوم جديد ـ حضر التجوال االذي فرض علينا من البارحة على السادسة صباحا إلى اليوم على السادسة صباحا ـ سنخرج لإستكشاف المكان ـ سيكا هي السنة الجديدة ـ دخلنا إلى معبد من المعابد الهندوسية ـ البارحة قاموا بيوم الصمت ـ و يقولون أن سبب حضر تجوال الأشخاص ـ لأن على حسب معتقداتهم أن الجن يظهرون في الشارع في ذلك اليوم ـ إذن لا يمكنم الجروج لأنه ممكن أن يقع لك شيء ـ و اليوم لكي يقوموا بطرد ذلك الجن ـ سأريكم تعالوا معي ـ أول شيء هو بناء هذا الشيء باغصان شجرة البامبو ـ الأشخاص الذين يبنون هذا الشيء يحملون معم ـ يحملون شيء يسمى أغو أغو ـ أغو أغو عبارة عن دمية كبيرة أغنية الطقوس ـ في نهاية الإحتفال اليوم يحرقون تلك الدمية ـ فبمجرد أنهم يحرقون دمية أغو أغو فتختفي الأرواح الشريرة في نظرهم ـ و نبفى الجزيرة آمنة و سالمة ـ سأدعكم ترون دمي أغو أغو ـ هذه هي الدمية إنها كبيرة و مغطاة ـ سيحملونها بواسطة المحمل المصوع من خشب البامبو ـ و سيتجولون به في كل الطرقات و يحتفلون بيومهم  ـ و في الأخير ـ أعطونا كلمة,923,320
عبارة  ربي مافيه غير الخير لآ تليق بذات الله واصلا من ناحية العقيدة خاطئة فلا بد من إجتناب هذه الألفاظ والعبارات الشعبية التي تخالف غالبا مع العقيدة الإسلامية الصحيحة وفي حال الشرك اللفظي نصحح بقول لآ إله إلا الله  حتى عبارة عند الزهر لآ اصل لها بل كل شيء بقدر ومقدار ,268,92
ملاحظة الافضل تهدرو بالعربية خاوتي الله يحفظكم ,47,18
السلام عليكم ماشاءالله أخي عليك نصيحة أخي وقف الموسيقى عند قراءة آيات من القرآن ,80,26
علاش تحلبهم يا خو درك بني هندل كامل يروحو تولي خريفورنيا ماشي كاليفورنيا ,73,29
غرناطة افريقيا تلمسان الزيانيين  منطلق سلاطين الموحدين و المرينيين  تلمسان ابي مدين الغوث رحمه الله  تحيا الجزائر ,114,43
الاخ جمال عمل ربي يبارك ممكن ديرلو ترجمة بلغة انجليزية ,55,20
شكون مازال يتفرجه في  يخبط جام ,31,15
جواد نعلق قبل ما نتفرج تحيا ولاد لبلاد  ,40,17
شكرا دقيوس ومقيوس رغم انني ضيعت منه حلقات لكن تمتعت في بعض الحلقات  مقدرتش نحبس من الضحك روعة مشي ساهل باه ضحك الناس برافوا ,124,52
