Text,Text_length,token_length
 min  guys English is just perfect ,35,9
comme dhabitude  ya Djamel  fadjaetna de part les sites visités  la qualité des prises de vue  ana aadjbetni bezzaf lestafette VW  taa la police  les années    ou taa les ambulances  en plus elle roule encore  année   elle a les enjoliveurs en place  moulaha bayene cest un passionné  par ailleurs  pour apprendre le kabyle  soit on part vivre en Kabylie  soit on épouse une kabyle qui maîtrise bien la langue  wa Allah El mouline  ,432,119
Salem Djawed  Yatik saa la hed défi li dertou jdid inchAllah tched fih ou tfidna biha Ana personnellement manich deyra f bali marikan nrolha mais juste nchof les vidéos tak bah ntele moral psq ta façon de voir les choses w nassai li tmedhom yawno bzfrabi yatik matetmna ,270,84
   hmdlh fawth wjibth b  wjit lawl whad hadra michi nta tgoulhali ok ,69,33
   Whaa ce vieux commentaire jai honte haha enfin à moitié parce que je pense toujours la même chose surtout vu la tronche de la musique actuellement jai  ans maintenant du coup ,178,41
Keep Going Bro t le meilleur ,29,8
Phi du nui nmho cnhi To do udoune de soutien scolaire en algerie ,65,21
   hh le problème que ki tefham machi ri tebri ,47,19
QuAllah tapporte que de la joie et du bonheur ,46,13
damo khokoum Djawed b les partages wlhh yastahel big up khou y nta hebba mafouda ,81,29
Globule rouge entre  et  millions par mm ,41,13
Cest ça quesque je fait  ,25,9
Hhh wellah acteur ta sah lah ebarek ,36,13
Psaatkoum les hommes  oli ghir win jay hadak li klitou ndu pizza ,65,23
Dargaz yakhoya yakhoya ça fait plaisir de voir des jeunes algériens si ambitieux et qui savent profiter de la vie avec les moyens de bords Bonne continuation ,158,38
 m  amine ou yaarhem ga li matou ,33,14
Je vous le dirai tout de suite,30,9
Soy de Colombia en Sur América  Llegué a este canal porque tengo un amigo Argelino que me recomendó este canal  Me Divierto viendo su vida Pero NO entiendo nada  Por favor poner sub títulos en ingles o en español O en Francés  Y así busco la manera de entender ,261,64
Épisode chbab bzf ga les informations hbel bon courage l équipe lah yatikoum saha ,82,23
Djawed pour le brand dir les tee shirt pour les enfants et les bebes ,69,19
Great episode continue comme sa avec Des gens magnific ,55,11
La video chebba mais marakCh kiima bekri prcQ mwalef tahkii b les details w cinématiques w bzzf swaleh tahkii ghii la latrous w tsawer just m loto mbata fiiha je pense hed swaleh c pas importantes f les vlogs ,209,68
   this is shocking but I think it muy be due to the weather ,61,19
F  kont tol thabni mathabnich mdrr ,35,15
rabi ifarahkoum yahfadkoum barakalahoufikoum wetahia falastine ,63,24
W Mada bina je donne encore plus des vidéos pour mon pays Algérie pour découvrir des wilaya parce que il y a des des lieux qui très belle et très beau pour donner Une belle vue sur lAlgérie  ,191,45
Je suis tombé par hasard sur la vidé Je connaissais le Pr Bekis mais dans cet épisode il a abordé un sujet sérieux et sensible,126,31
Je tadmire beaucoup Djamel grâce à toi jai découvert des endroits que je soupçonnais même pas leur existence dans notre paysforce a toi et surtout continue de nous faire découvrir la beauté de notre beau pays bisou ,215,47
Congrats to everyone Who is early and fond this comment ,56,12
One of the best algerian youtubers you will succed inshallah and good luck for you katar men omegel w ki talhaQ k dirlna QAndA ,127,42
Vidéo hayel yatik essaha ou khssara ljoz ethani makacho ou netmanaw rahalista maykonch da nadra khayba la dzayer ,113,40
jespère vous retrouver lannée prochaine  ,41,10
Hadak samet ta ramzi lah rah f la vidéo ,40,14
Louis il faire gros il fait rire et fait rire Jallais dire Louri mouillery,74,21
Ce Souileh ressemble à une fille qui s appelle SARAH de Batena les même manières  manière d un BAHLOUL ,103,30
top kho et bon courage mon frére ,33,10
malgré c est peu frére mais lazamlek groupe cool  win rahoum ,61,20
wlh Ghir miloud hwa ales rb wlh kan yjib haja bzff chaba wlh ,61,25
Merci Nabil et Nassim au top ,29,10
Le VW orange et coter en Europe,31,9
Much love from Canada and US looks so yummy el makaroun ,56,15
tellement dénergie négative que vs envoyez une agressivité caché et une colère même si ç très beau ce que vs faites ms reste ya un truc malsain dans votre façon de parler et de présenter ,187,43
Tjr toop khoya jawad ana men mjbini be les volgs tawk wnta bensba liya mon idol dans les volgs ,95,32
Ya kho rahi  wlh chft la vidéo jot ha jiboulna  pizza ,54,19
Amine Filali TV rabi yafdeQ amine  vive le Maroc ,49,18
Ta ad ghi tand hadi ta dz jocker ,33,11
Amazing work man thanks for sharing this ,41,9
Awesome Documentary Very inspiring and motivating  I am interested in how this were filmed Was is all solo or did he had some crew with him However very very nice  ,164,33
ani nasna dir ala achour   ,27,9
Ânes mkwad hh hh hh hh hh hh hh hh hh hh ,41,17
On va tous être comme ça quand tout rouvrira complètement ,58,14
waw bravo likom vraiment cest la meilleur série ,48,12
Tu parles très vite but youre hilarious ,40,10
İslamabad and Lahor my favorite city ,37,11
par rapport à quoi exactement  ,31,7
Vous êtes l super héros d l comédie algérienne votre spontanéité prend l trophè d humour fin et intelligent  MERCI ,115,30
Quand il y a du cœur dans ce que tu fais ça donne ça Travail de pro ,68,20
Hadi lmra  li nchouf la vidio ,30,14
Merci pour ce moment magnifique tu as égayé ma solitude  ,57,14
Khoya rayyn dima khawa khawa wlah yfara omet sydna Mohamed ,59,22
Hhh ajboni les codes ta les moment l morijine w hadok li rahom ygolo lidée ta bnadam wahdakhor ana manawassch la lidée taman ki jabni l vidéo cbn w bon continuation frr ,169,53
Pleaase more videos  surtt pour remdan yeeyy ,45,16
Musique de fond du mariage est dune chanson d ait Mangellat maria razan et Ɛabla sont magnifiques  ,99,26
Furious Jumper FURIOUS ON THÉ FLOXX ,36,13
Allah yketer men mtalek  Rebi yaetiik ma tetmenag kho ,54,20
Un gros problème la traduction cache la moitié de lécran peux tu nous la placer en bas décran  ,95,22
You diverse to be the best and the best  the first  ,52,14
Bro we should totally collab  Things are different here in England compared to France keep it up ,97,20
Ça me fait un grand plaisir ki nchouf les vds taak khoya ,57,19
Cest tout simplement un rêve denfant que jai gardé jusquà lâge adulte et que je vais devoir traîné éternellement,112,30
Merci Souilah et bon courage à Kamel car tu es indésirable ,59,17
Svp win djay li ybi sbigha ,27,13
Quest ce qui te dit que cest sientifiquement impossible ,56,13
La fin du corona va être une pure soiréee ou on fait oh eh oh ,62,19
Nmho nmho my girl is de soutien scolaire en vacances de soutien scolaire en algerie ngkgo Congo et ,99,26
bsahtak djawad ana min El motabiin ki nchoufak yatlali l morale ,64,25
Jowezt soghri fiha  fakartni f les sevenir kont nroh chaque vacances ,69,23
Bonjour de très beaux paysages  Qui ne peuvent être mieux représenter que par vous les jeunnes Merci  ,102,23
 an et  jours  cheft lepisode f lavant dernier jour ta remdhan  matchi f debut  zoomi bien ,91,29
tjr f toop khoya djawed ellh yhfdk ,35,16
Ilohim oglimi qiroati Abdulbasit Abdusamadga ohshasin omiin ,60,23
Dabord merci pour ce partage cest très intéressant et pour le format moi personnellement je préfère de loin le format long ,123,26
Stunning and very very engaging episode ,40,9
Cœur  Lion et en  ans tas pas eu le temps daméliorer ton orthographe  ,70,21
cest vous la solution chers youtubeurs surtout continuez de sensibiliser les gens à la propreté merci  ,103,24
 hadak sahbi li raho rakab mak hh ,34,13
merci bzf dit bzf des idées mno had la video matbsch frr ,57,19
Ngolha w nawedha meilleure youtuber f dz  ,42,15
Alors là si tu savais ce quils sont capables de faire en France ,64,17
Asstaghfirou allah raby yahdina nchallah lire saurate noor wel ahzeb tawba est el insane vous allez comprendre nchallah ,120,35
LES ALGEROIS LES ALGEROIS BRAVOS D ALGERIE ,43,19
Laplication ma kanech f play stor win nelgaha ,46,14
Bravoo pour lenchaînement des idées et la structuration bonne continuation pour ce concept ,91,21
Saha fotourek tout les algériens et bravo a tout la jeunesse de lagerie je sui fière être algérienne dans la monde bravo continue se que vous faites vive lagerie reste debou Allah yarhamous chouhadas boumediene ,211,54
Jolie voyage tu ma fait rêvé moi qui est pas venu en Algérie depuis  ans merci a travers tes vidéos je m évade dans mon pays merci frérot ,138,37
Top top  when you were on the montanious road terifeied  really i encourage you good advanture and i appreciate the messages you pass through your video  good luck ,164,38
merci j adore la ville de NewYorket tu ajoutes le drapeau Algérieallama ,72,22
ena grandit en centre ville a bab el oued ,42,13
Franchement vous etes doué pour les poadcast gardez juste la constance on vous suit bonne continuation ,103,26
Courage Frère   Merci Ça fait énormément plaisir ce type de commentaires ,73,17
Anyone notice that the music sounds a lot like the ending scene subway music for Crocodile Dundee ,98,19
Vous faites trop ona aimé le film vous êtes un clown ,53,13
wch rayek f un buisness avec une application genre kima zara home ,66,18
I didnt know theres an Algerian adventurer on Youtube  ,55,11
Résumé de cette vidéo  Planet Tamanrasset  ,43,11
Ke je trouve ke Ce travail est Nul et Sous ne niveau  cest dommage ,67,19
Mais tout lintérêt est là  Le père a plusieurs business na pas ouvert lentreprise de son fils mais il lui a donné tout les outils  et toute léducation pour quil puisse voler de ses propres ailes ,195,43
I just can feel your happiness  Nchallah on realisent ts nos reves  Wallah ygoul rak tetmecha f mangas  Jdr  ,109,33
YassDelmar à mon avis soit tu es malade soit tes pas un algérien ahchem Chwiya jai limpression que tu compare la Loire à la la mer galek le grand Maroc tu compare  mètre carré au continent ok tu veux parler de grand Maghreb le jour quil vont libérer sebta et mlilia et la rentrée de sahra occidentale démocratique dans Se grand Maghreb se jours la la en Vera et arrête tes insulte cest non si je commence mes insultes si des lance roquette tu vas entendre se que tu na pas lhabitude dentendre ok alors jusquà à la je suis zen ok ,529,132
Bshtek djawed  Khawti dorbo dawra f la page w diroulna abonné w les jaime f les video rabi yahfedkom w rabi ykhalilkom waldikom ,128,47
Je vien de mabonne sur ta chaîne jadore hbibi ,46,15
On echange nos decouverte de sahara moi jte conseil lassekrem a tam   tu va fair une bonne pub a cette endroit et une aventure inoubliable pour toi reuf  ,154,42
This is so beautiful loved it ,30,8
Kayen des auditeurs teshom mechi saknin mana hh ,48,16
Just feedback  i think this is a great episode but the first two are just on another level  ,92,21
Kayen zoom et lyam les meilleures fi la grille ta ramadan ,58,16
   ih sérieuse je suis la pk ,29,13
I just want to know how life be there for a muslim women  Will muslim women wear hijab face any problems to work or anywere Plz answer me ,138,33
BONJOUR FRERE DJAWED MERCI POUR LA VIDEO ET VOS EFFORTS ET BONNE CONTINUATION  A D AUTRE VIDEO INCHALLAH MA TAOUELCH ALLINA ,124,41
Mes salutations de Provins en Seine et Marne ,45,12
cétait tellement les meilleurs époques on mtn cest tellement plus pareil ,73,17
Meilleure émission chapeau khas ghir krimo f l plateau bant plasto ,67,20
Merci beaucoup léquipe pour votre générosité vraiment meilleure podcast en Algérie  ,84,17
Mais vraiment jai bien aimé le concept bravo bonne continuation et Ramadan karim ,81,16
LA MORT bha nn tu vient pas du future ,38,11
Une vidéo de Kada w miloud c la joie en personne ,49,14
 dscxuuq  nta w la hessb derhmuk w merhba biik ,47,24
Merci pour le support  inshallah pleins dépisodes a venir  ,59,16
Azul masi for anhamlik atas atas ,33,12
version anwar jibawi  en tt les cas bonne continuation ,55,14
Un peuple  wala chaab  conscient discipliner organiser  trouvera le chemin de la liberté et la démocratie ces no ils restera toujours esclave ,142,35
Khoubaib un homme agit malgré le danger ou la peur brave vaillant  héroïque intrépide téméraire Qui manifeste du courage ,121,31
Honorable musulman Algerien plein de bonté et solidarité pour moi tu le digne fils de tes chers parents  bonne continuation et je suis entièrement disposé à toute contribution pérenne ,184,42
i love ibne abdus samad  from Bangladesh ,41,13
 boah les deux tiers des chansons de rap ne sont pas pour le troll à moins que je ne soit complétement à coté de la plaque T ,125,36
Super vidéo merci pour ton travail par contre ce serait super sil y avait les soustitres en français car il y a beaucoup de personnes qui ne parle pas larabe et qui aimerait suivre tai aventure ,194,42
Hdi la troisième fois li nawd fiha hada la vidéo wch nolk djamel rebi bark montage wa ndi express mhria chwia ni laimlha aib nrjha hkda nchlah ,143,47
Tbarklahh lik khouya o id mobark Saïd mn lMaroc ,48,20
Edenlere karşı karşıya ilk ol kh olarak i A jy de ,50,15
The lczw the same as the other day and night but I have a good time for ,72,21
đón chờ những ca khúc tiếp theo của Phúc càng nghe càng thích giọng ca của Phúc ,80,20
YouTube is sekran mashi are xd ,31,11
Tu penses quil va accepter que son enfant yesma tetya non stop dans les écoles publiques sans parler du reste  LAlgérie est un bon pays pour lui mais uniquement quand on a de largent et quon sisole dans une bulle et on reste quavec les riches  Or lAlgérie présente plus de  de gens de la classe populaire Bref ,310,77
Brother  U set it on FIRE ,26,9
tu vas etre mieux ci tu va passer cette experience avec tes amis ,65,15
Belfort khouya ou hadi ta testewredhom siiba la douane yassou ghir fihom ,73,28
   ahh yarab hmdlh Ila chawi itethlay ahchawith ,48,23
Give him the highest place in Jannah The peace extracted from his voice I have never heard of such voice from any human being ,126,27
